138, 1084, LBR, CAF, Liberia
139, 1084, LVA, UEFA, Latvia
140, 1084, CTA, CAF, Central African Republic
141, 1081, PHI, AFC, Philippines
142, 1078, TKM, AFC, Turkmenistan
143, 1074, DOM, CONCACAF, Dominican Republic
144, 1070, LES, CAF, Lesotho
145, 1060, BDI, CAF, Burundi
146, 1056, LTU, UEFA, Lithuania
147, 1055, ETH, CAF, Ethiopia
148, 1053, HKG, AFC, Hong Kong
149, 1046, SOL, OFC, Solomon Islands
150, 1043, NCL, OFC, New Caledonia
151, 1042, SKN, CONCACAF, St. Kitts and Nevis
152, 1040, YEM, AFC, Yemen
153, 1037, GUY, CONCACAF, Guyana
154, 1035, FIJ, OFC, Fiji
155, 1030, SGP, AFC, Singapore
156, 1020, MDA, UEFA, Moldova
157, 1020, PUR, CONCACAF, Puerto Rico
158, 1019, TAH, OFC, Tahiti
159, 1011, SWZ, CAF, Eswatini
160, 992, ATG, CONCACAF, Antigua and Barbuda
161, 992, VAN, OFC, Vanuatu
162, 991, AFG, AFC, Afghanistan
163, 991, MYA, AFC, Myanmar
164, 991, LCA, CONCACAF, Saint Lucia
165, 986, GRN, CONCACAF, Grenada
166, 979, MLT, UEFA, Malta
167, 979, SSD, CAF, South Sudan
168, 977, BER, CONCACAF, Bermuda
169, 975, CUB, CONCACAF, Cuba
170, 969, PNG, OFC, Papua New Guinea
171, 962, VIN, CONCACAF, Saint Vincent and The Grenadines
172, 955, AND, UEFA, Andorra
173, 955, MDV, AFC, Maldives
174, 948, TPE, AFC, Chinese Taipei
175, 920, BRB, CONCACAF, Barbados
176, 917, MSR, CONCACAF, Montserrat
177, 916, MRI, CAF, Mauritius
178, 914, CHA, CAF, Chad
179, 910, CAM, AFC, Cambodia
180, 909, NEP, AFC, Nepal
181, 904, BLZ, CONCACAF, Belize
182, 901, DMA, CONCACAF, Dominica
183, 894, BAN, AFC, Bangladesh
184, 883, ASA, OFC, American Samoa
185, 882, BRU, AFC, Brunei
186, 880, MNG, AFC, Mongolia
187, 878, COK, OFC, Cook Islands
188, 877, LAO, AFC, Laos
189, 877, BHU, AFC, Bhutan
190, 876, SAM, OFC, Samoa
191, 872, STP, CAF, Sao Tome and Principe
192, 865, MAC, AFC, Macao
193, 862, SRI, AFC, Sri Lanka
194, 861, ARU, CONCACAF, Aruba
195, 853, CAY, CONCACAF, Cayman Islands
196, 848, DJI, CAF, Djibouti
197, 840, TLS, AFC, Timor-Leste
198, 837, PAK, AFC, Pakistan
199, 836, TGA, OFC, Tonga
200, 823, GIB, UEFA, Gibraltar
201, 823, GUM, AFC, Guam
202, 819, SOM, CAF, Somalia
203, 807, BAH, CONCACAF, Bahamas
204, 805, SEY, CAF, Seychelles
205, 804, TCA, CONCACAF, Turks and Caicos Islands
206, 802, LIE, UEFA, Liechtenstein
207, 780, VIR, CONCACAF, U.S. Virgin Islands
208, 765, VGB, CONCACAF, British Virgin Islands
209, 759, AIA, CONCACAF, Anguilla
210, 728, SMR, UEFA, San Marino
